"rule_id","object","tags","specification","clause","test_number","description","test","message","user_friendly_message","user_friendly_fix"
"ISO_14289_1-7.18.6.2.1","PDMediaClip","syntax","ISO_14289_1","7.18.6.2",1,"In the media clip data dictionary, the optional CT key (ISO 32000-1:2008, 13.2.4.2, Table 274) is required","CT != null","CT key is missing from the media clip data dictionary","An embedded media clip (like audio or video) is missing information about its file type. Without this information, assistive technologies can't determine how to handle the media or inform users with disabilities what type of content they're encountering, potentially preventing them from accessing it properly.","Quarto does not natively support embedding media clips directly within PDF files. If you're trying to include audio or video, link to external media files instead of embedding them in the PDF. Use standard Markdown link syntax to reference media files hosted online or stored alongside your document, which will be more accessible and compatible across different PDF viewers and assistive technologies."
"ISO_14289_1-7.18.6.2.2","PDMediaClip","alt-text","ISO_14289_1","7.18.6.2",2,"In the media clip data dictionary, the optional Alt key (ISO 32000-1:2008, 13.2.4.2, Table 274) is required","hasCorrectAlt == true","Alt key (value %1) is missing from the media clip data dictionary or has incorrect value","An embedded media clip (like audio or video) is missing or has an invalid alternative text description. Without a proper description, users with disabilities who can't see or hear the media have no way to know what content it contains, excluding them from important information.","Quarto does not natively support embedding media clips directly within PDF files. If you need to reference audio or video content, link to external media files using standard Markdown link syntax with descriptive link text that explains what the media contains. Alternatively, provide a text description or transcript of the media content directly in your document for accessibility."
"ISO_14289_1-7.18.8.1","PDPrinterMarkAnnot","annotation","ISO_14289_1","7.18.8",1,"PrinterMark annotations, if present, shall be considered Incidental Artifacts, as if they are hidden page elements as defined in ISO 32000-1:2008, 14.8.2.2.3","structParentType == null || isOutsideCropBox == true || (F & 2) == 2","A PrinterMark annotation is included in logical structure","A printer's mark (a technical symbol used for professional printing) is incorrectly included in the document structure as meaningful content. These marks should be hidden from assistive technologies—including them causes screen readers to announce irrelevant printing information, creating unnecessary clutter and confusion for users with disabilities.","Printer's marks are professional printing features not typically created by standard Quarto documents. If present, they're likely added through advanced print production workflows or custom templates. Disable any crop marks, registration marks, or color bars in your PDF generation settings, or ensure these printing features are configured to be marked as artifacts rather than document content. For standard documents, these marks should not be included."
"ISO_14289_1-7.20.1","PDXForm","syntax","ISO_14289_1","7.20",1,"A conforming file shall not contain any reference XObjects","containsRef == false","The document contains a reference XObject (Ref key in the form XObject dictionary)","This PDF contains a reference to external content that isn't fully embedded in the document. Referenced content can cause accessibility problems because assistive technologies may not be able to access or properly interpret content that isn't completely contained within the file, potentially leaving users with disabilities missing important information.","Ensure all images, figures, and graphics are fully embedded in your PDF rather than referenced externally. Use standard Quarto image inclusion syntax (`![](image.png)`) with image files that are accessible during PDF generation so they get embedded completely. Avoid using advanced features that create external references or linked content—all visual elements should be self-contained within the final PDF file for proper accessibility."
"ISO_14289_1-7.20.2","PDXForm","syntax","ISO_14289_1","7.20",2,"The content of Form XObjects shall be incorporated into structure elements according to ISO 32000-1:2008, 14.7.2","isUniqueSemanticParent == true","Form XObject contains MCIDs and is referenced more than once","A reusable graphic element with structure information appears multiple times in the document. This creates confusion for assistive technologies about how to handle the structural markers, potentially causing screen readers to announce content incorrectly or skip important information when users with disabilities encounter these repeated elements.","This is a low-level PDF structure issue related to how reusable graphics are handled during PDF generation. If you're reusing the same image or graphic multiple times in your document, ensure each instance is included separately using standard image syntax rather than relying on PDF engine optimizations that reuse single graphics. If the issue persists, it may indicate a PDF engine bug that requires updating the engine version or adjusting its optimization settings."
"ISO_14289_1-7.21.3.1.1","PDType0Font","font","ISO_14289_1","7.21.3.1",1,"For any given composite (Type 0) font within a conforming file, the CIDSystemInfo entry in its CIDFont dictionary and its Encoding dictionary shall have the following relationship: - If the Encoding key in the Type 0 font dictionary is Identity-H or Identity-V, any values of Registry, Ordering, and Supplement may be used in the CIDSystemInfo entry of the CIDFont. - Otherwise, the corresponding Registry and Ordering strings in both CIDSystemInfo dictionaries shall be identical, and the value of the Supplement key in the CIDSystemInfo dictionary of the CIDFont shall be less than or equal to the Supplement key in the CIDSystemInfo dictionary of the CMap","cmapName == ""Identity-H"" || cmapName == ""Identity-V"" || (CIDFontOrdering != null && CIDFontOrdering == CMapOrdering && CIDFontRegistry != null && CIDFontRegistry == CMapRegistry && CIDFontSupplement != null && CMapSupplement != null && CIDFontSupplement <= CMapSupplement)","CIDSystemInfo entries the CIDFont and CMap dictionaries of a Type 0 font are not compatible (CIDSystemInfo Ordering = %1, CMap Ordering = %2, CIDSystemInfo Registry = %3, CMap Registry = %4, CIDSystemInfo Supplement = %5, CMap Supplement = %6)","The font encoding information in this document is inconsistent, which can cause text extraction problems. When assistive technologies try to read the text, they may encounter garbled characters, missing words, or completely unreadable content, making the document inaccessible to users with visual impairments who rely on screen readers.","This is a font encoding error that occurs during PDF generation and cannot be fixed directly in your Quarto source document. Try using different fonts by specifying standard, well-supported fonts in your YAML front matter (e.g., `mainfont`, `sansfont`, `monofont` options). If the issue persists, update your PDF engine to the latest version, or switch to a different PDF engine (LaTeX or Typst) which may handle font encoding more reliably."
"ISO_14289_1-7.21.3.2.1","PDCIDFont","font","ISO_14289_1","7.21.3.2",1,"ISO 32000-1:2008, 9.7.4, Table 117 requires that all embedded Type 2 CIDFonts in the CIDFont dictionary shall contain a CIDToGIDMap entry that shall be a stream mapping from CIDs to glyph indices or the name Identity, as described in ISO 32000-1:2008, 9.7.4, Table 117","Subtype != ""CIDFontType2"" || CIDToGIDMap != null || containsFontFile == false","A Type 2 CIDFont dictionary has missing or invalid CIDToGIDMap entry","A font in this document is missing critical mapping information that tells the system which character symbols to display. Without this mapping, text may appear as incorrect characters or boxes when assistive technologies try to extract it, making the content unreadable for users with disabilities who rely on screen readers.","This is a font embedding error that occurs during PDF generation and cannot be fixed directly in your Quarto source document. Try using different fonts by specifying standard, commonly-used fonts in your YAML front matter, or ensure fonts are properly installed on your system. If the problem persists, update your PDF engine to the latest version or switch to a different PDF engine (LaTeX or Typst) that may handle font embedding more correctly."
"ISO_14289_1-7.21.3.3.1","PDCMap","font","ISO_14289_1","7.21.3.3",1,"All CMaps used within a PDF/UA file, except those listed in ISO 32000-1:2008, 9.7.5.2, Table 118, shall be embedded in that file as described in ISO 32000-1:2008, 9.7.5","CMapName == ""Identity-H"" || CMapName == ""Identity-V"" || CMapName == ""GB-EUC-H"" || CMapName == ""GB-EUC-V"" || CMapName == ""GBpc-EUC-H"" || CMapName == ""GBpc-EUC-V"" || CMapName == ""GBK-EUC-H"" || CMapName == ""GBK-EUC-V"" || CMapName == ""GBKp-EUC-H"" || CMapName == ""GBKp-EUC-V"" || CMapName == ""GBK2K-H"" || CMapName == ""GBK2K-V"" || CMapName == ""UniGB-UCS2-H"" || CMapName == ""UniGB-UCS2-V"" || CMapName == ""UniGB-UTF16-H"" || CMapName == ""UniGB-UTF16-V"" || CMapName == ""B5pc-H"" || CMapName == ""B5pc-V"" || CMapName == ""HKscs-B5-H"" || CMapName == ""HKscs-B5-V"" || CMapName == ""ETen-B5-H"" || CMapName == ""ETen-B5-V"" || CMapName == ""ETenms-B5-H"" || CMapName == ""ETenms-B5-V"" || CMapName == ""CNS-EUC-H"" || CMapName == ""CNS-EUC-V"" || CMapName == ""UniCNS-UCS2-H"" || CMapName == ""UniCNS-UCS2-V"" || CMapName == ""UniCNS-UTF16-H"" || CMapName == ""UniCNS-UTF16-V"" || CMapName == ""83pv-RKSJ-H"" || CMapName == ""90ms-RKSJ-H"" || CMapName == ""90ms-RKSJ-V"" || CMapName == ""90msp-RKSJ-H"" || CMapName == ""90msp-RKSJ-V"" || CMapName == ""90pv-RKSJ-H"" || CMapName == ""Add-RKSJ-H"" || CMapName == ""Add-RKSJ-V"" || CMapName == ""EUC-H"" || CMapName == ""EUC-V"" || CMapName == ""Ext-RKSJ-H"" || CMapName == ""Ext-RKSJ-V"" || CMapName == ""H"" || CMapName == ""V"" || CMapName == ""UniJIS-UCS2-H"" || CMapName == ""UniJIS-UCS2-V"" || CMapName == ""UniJIS-UCS2-HW-H"" || CMapName == ""UniJIS-UCS2-HW-V"" || CMapName == ""UniJIS-UTF16-H"" || CMapName == ""UniJIS-UTF16-V"" || CMapName == ""KSC-EUC-H"" || CMapName == ""KSC-EUC-V"" || CMapName == ""KSCms-UHC-H"" || CMapName == ""KSCms-UHC-V"" || CMapName == ""KSCms-UHC-HW-H"" || CMapName == ""KSCms-UHC-HW-V"" || CMapName == ""KSCpc-EUC-H"" || CMapName == ""UniKS-UCS2-H"" || CMapName == ""UniKS-UCS2-V"" || CMapName == ""UniKS-UTF16-H"" || CMapName == ""UniKS-UTF16-V"" || containsEmbeddedFile == true","A non-standard CMap %1 is not embedded","This document uses a custom character mapping table that isn't included in the file. Without the embedded mapping, assistive technologies won't know how to correctly interpret the text characters, potentially causing garbled or missing text when screen readers try to read the content to users with visual impairments.","This is a font character mapping error that occurs during PDF generation. Avoid using specialized or custom fonts that require non-standard character mappings—use widely-supported standard fonts instead by specifying them in your YAML front matter. If you must use specific fonts, ensure they're properly installed and configured in your system so the PDF engine can embed all necessary mapping information, or switch to more standard font choices."
"ISO_14289_1-7.21.3.3.2","CMapFile","font","ISO_14289_1","7.21.3.3",2,"For those CMaps that are embedded, the integer value of the WMode entry in the CMap dictionary shall be identical to the WMode value in the embedded CMap stream","WMode == dictWMode","WMode entry (value %1) in the embedded CMap and in the CMap dictionary (value %2) are not identical","The text direction setting (horizontal or vertical) is inconsistent between the font's mapping information and its embedded data. This mismatch can cause assistive technologies to read text in the wrong direction or order, making the content confusing or completely unintelligible for users with disabilities.","This is a font embedding consistency error that occurs during PDF generation and cannot be fixed in your Quarto source document. If you're using fonts with vertical text or non-standard writing modes, try switching to standard horizontal fonts. Update your PDF engine to the latest version to ensure proper font handling, or if the issue persists, use different fonts that don't have this internal inconsistency problem."
"ISO_14289_1-7.21.3.3.3","PDReferencedCMap","font","ISO_14289_1","7.21.3.3",3,"A CMap shall not reference any other CMap except those listed in ISO 32000-1:2008, 9.7.5.2, Table 118","CMapName == ""Identity-H"" || CMapName == ""Identity-V"" || CMapName == ""GB-EUC-H"" || CMapName == ""GB-EUC-V"" || CMapName == ""GBpc-EUC-H"" || CMapName == ""GBpc-EUC-V"" || CMapName == ""GBK-EUC-H"" || CMapName == ""GBK-EUC-V"" || CMapName == ""GBKp-EUC-H"" || CMapName == ""GBKp-EUC-V"" || CMapName == ""GBK2K-H"" || CMapName == ""GBK2K-V"" || CMapName == ""UniGB-UCS2-H"" || CMapName == ""UniGB-UCS2-V"" || CMapName == ""UniGB-UTF16-H"" || CMapName == ""UniGB-UTF16-V"" || CMapName == ""B5pc-H"" || CMapName == ""B5pc-V"" || CMapName == ""HKscs-B5-H"" || CMapName == ""HKscs-B5-V"" || CMapName == ""ETen-B5-H"" || CMapName == ""ETen-B5-V"" || CMapName == ""ETenms-B5-H"" || CMapName == ""ETenms-B5-V"" || CMapName == ""CNS-EUC-H"" || CMapName == ""CNS-EUC-V"" || CMapName == ""UniCNS-UCS2-H"" || CMapName == ""UniCNS-UCS2-V"" || CMapName == ""UniCNS-UTF16-H"" || CMapName == ""UniCNS-UTF16-V"" || CMapName == ""83pv-RKSJ-H"" || CMapName == ""90ms-RKSJ-H"" || CMapName == ""90ms-RKSJ-V"" || CMapName == ""90msp-RKSJ-H"" || CMapName == ""90msp-RKSJ-V"" || CMapName == ""90pv-RKSJ-H"" || CMapName == ""Add-RKSJ-H"" || CMapName == ""Add-RKSJ-V"" || CMapName == ""EUC-H"" || CMapName == ""EUC-V"" || CMapName == ""Ext-RKSJ-H"" || CMapName == ""Ext-RKSJ-V"" || CMapName == ""H"" || CMapName == ""V"" || CMapName == ""UniJIS-UCS2-H"" || CMapName == ""UniJIS-UCS2-V"" || CMapName == ""UniJIS-UCS2-HW-H"" || CMapName == ""UniJIS-UCS2-HW-V"" || CMapName == ""UniJIS-UTF16-H"" || CMapName == ""UniJIS-UTF16-V"" || CMapName == ""KSC-EUC-H"" || CMapName == ""KSC-EUC-V"" || CMapName == ""KSCms-UHC-H"" || CMapName == ""KSCms-UHC-V"" || CMapName == ""KSCms-UHC-HW-H"" || CMapName == ""KSCms-UHC-HW-V"" || CMapName == ""KSCpc-EUC-H"" || CMapName == ""UniKS-UCS2-H"" || CMapName == ""UniKS-UCS2-V"" || CMapName == ""UniKS-UTF16-H"" || CMapName == ""UniKS-UTF16-V""","A CMap references another non-standard CMap %1","A character mapping table in this document references another custom mapping that may not be available. This chain of dependencies can prevent assistive technologies from properly understanding the text characters, potentially making the content unreadable for users with visual impairments who rely on screen readers.","This is a complex font character mapping error that occurs during PDF generation. Avoid using specialized fonts with custom character mappings—switch to standard, widely-supported fonts by specifying them in your YAML front matter. If you're using fonts for specific languages or scripts, ensure you're using fonts that have proper built-in support rather than relying on custom mapping chains that may not be accessible."
"ISO_14289_1-7.21.4.1.1","PDFont","font","ISO_14289_1","7.21.4.1",1,"The font programs for all fonts used for rendering within a conforming file shall be embedded within that file, as defined in ISO 32000-1:2008, 9.9","Subtype == ""Type3"" || Subtype == ""Type0"" || renderingMode == 3 || containsFontFile == true","The font program is not embedded","The actual font files used in this document aren't included in the PDF. Without embedded fonts, assistive technologies may substitute different fonts that don't have the correct character information, causing text extraction errors that make the content garbled or unreadable for users with visual impairments.","Enable font embedding in your PDF generation settings—this should be the default behavior for most PDF engines, but verify that font embedding isn't disabled in your configuration. If you're using custom fonts, ensure they're properly installed on your system and have embedding permissions. If the issue persists, try switching to standard system fonts that are known to embed correctly, or update your PDF engine to the latest version."
"ISO_14289_1-7.21.4.1.2","Glyph","font","ISO_14289_1","7.21.4.1",2,"Embedded fonts shall define all glyphs referenced for rendering within the conforming file. A font referenced solely in text rendering mode 3 is not rendered and is thus exempt from the requirements that impact the visual representation of the glyphs of a font. In all cases for TrueType fonts that are to be rendered, character codes shall be able to be mapped to glyphs according to ISO 32000-1:2008, 9.6.6.4 without the use of a non-standard mapping chosen by the conforming processor","renderingMode == 3 || isGlyphPresent == null || isGlyphPresent == true","Not all glyphs referenced for rendering are present in the embedded font program","Some characters used in this document are missing from the embedded font. When assistive technologies try to extract text, these missing characters will appear as blanks or incorrect symbols, making portions of the content unreadable or meaningless for users with visual impairments who rely on screen readers.","Review your document for special characters, symbols, or non-standard glyphs that may not be included in your current font. Switch to fonts that have complete character coverage for all the characters in your document, or replace special symbols with standard characters. If using non-Latin scripts or mathematical symbols, ensure you're using fonts specifically designed to support those character sets with complete glyph coverage."
"ISO_14289_1-7.21.4.2.1","PDType1Font","font","ISO_14289_1","7.21.4.2",1,"If the FontDescriptor dictionary of an embedded Type 1 font contains a CharSet string, then it shall list the character names of all glyphs present in the font program, regardless of whether a glyph in the font is referenced or used by the PDF or not","containsFontFile == false || fontName.search(/[A-Z]{6}\+/) != 0 || CharSet == null || charSetListsAllGlyphs == true","A CharSet entry in the Descriptor dictionary of a Type1 font incorrectly lists glyphs present in the font program","The character list for a font in this document is incomplete or incorrect. This mismatch between the font's character inventory and its actual contents can prevent assistive technologies from properly extracting text, causing missing or garbled characters when screen readers try to read the content to users with visual impairments.","This is a font metadata error that occurs during PDF generation and cannot be fixed directly in your Quarto source document. Try using different fonts by specifying standard, well-maintained fonts in your YAML front matter. If the issue persists with Type 1 fonts, switch to TrueType or OpenType fonts which may have better metadata handling, or update your PDF engine to the latest version for improved font embedding."
"ISO_14289_1-7.21.4.2.2","PDCIDFont","font","ISO_14289_1","7.21.4.2",2,"If the FontDescriptor dictionary of an embedded CID font contains a CIDSet stream, then it shall identify all CIDs which are present in the font program, regardless of whether a CID in the font is referenced or used by the PDF or not","containsFontFile == false || fontName.search(/[A-Z]{6}\+/) != 0 || containsCIDSet == false || cidSetListsAllGlyphs == true","A CIDSet entry in the Font descriptor does not correctly identify all glyphs present in the embedded font subset","The character identification list for a font subset in this document doesn't accurately reflect which characters are actually included. This discrepancy can confuse assistive technologies about which characters are available, potentially causing text extraction errors that make content unreadable for users with visual impairments.","This is a font subsetting metadata error that occurs during PDF generation and cannot be fixed directly in your Quarto source document. Try disabling font subsetting (if your PDF engine provides that option) to embed complete fonts instead of subsets, or switch to different fonts that subset more reliably. Update your PDF engine to the latest version for improved font handling, or consider using system fonts known to work well with your PDF engine."
"ISO_14289_1-7.21.5.1","Glyph","font","ISO_14289_1","7.21.5",1,"For every font embedded in a conforming file and used for rendering, the glyph width information in the font dictionary and in the embedded font program shall be consistent","renderingMode == 3 || widthFromFontProgram == null || widthFromDictionary == null || Math.abs(widthFromFontProgram - widthFromDictionary) <= 1","Glyph width %1 in the embedded font program is not consistent with the Widths entry of the font dictionary (value %2)","The character width information is inconsistent between the font's dictionary and the actual embedded font. This mismatch can cause assistive technologies to incorrectly extract text—words may run together, spacing may disappear, or character order may be scrambled—making the content difficult or impossible to read for users with visual impairments.","This is a font metrics inconsistency error that occurs during PDF generation and cannot be fixed directly in your Quarto source document. Try using different fonts by specifying standard, well-tested fonts in your YAML front matter. Ensure fonts are properly installed on your system with correct metrics data, or update your PDF engine to the latest version which may have better font handling and metrics consistency checking."
"ISO_14289_1-7.21.6.1","TrueTypeFontProgram","font","ISO_14289_1","7.21.6",1,"For all non-symbolic TrueType fonts used for rendering, the embedded TrueType font program shall contain one or several non-symbolic cmap entries such that all necessary glyph lookups can be carried out","isSymbolic == true || (cmap30Present == true ? nrCmaps > 1 : nrCmaps > 0)","The embedded font program for a non-symbolic TrueType font does not contain non-symbolic cmap entries","A TrueType font in this document is missing the character mapping tables needed to identify text characters. Without these mappings, assistive technologies can't translate the visual glyphs into readable text, making the content completely inaccessible to users with visual impairments who rely on screen readers.","This is a font encoding error with TrueType fonts that occurs during PDF generation. Switch to different TrueType or OpenType fonts that have proper Unicode character mapping tables—use standard, well-established fonts by specifying them in your YAML front matter. Ensure the fonts you're using are complete, properly licensed versions rather than damaged or specialty font files, or update your PDF engine to the latest version for better font handling."
"ISO_14289_1-7.21.6.2","PDTrueTypeFont","font","ISO_14289_1","7.21.6",2,"All non-symbolic TrueType fonts shall have either MacRomanEncoding or WinAnsiEncoding as the value for the Encoding key in the Font dictionary or as the value for the BaseEncoding key in the dictionary which is the value of the Encoding key in the Font dictionary. In addition, no non-symbolic TrueType font shall define a Differences array unless all of the glyph names in the Differences array are listed in the Adobe Glyph List and the embedded font program contains at least the Microsoft Unicode (3,1 – Platform ID=3, Encoding ID=1) encoding in the 'cmap' table","isSymbolic == true || ((Encoding == ""MacRomanEncoding"" || Encoding == ""WinAnsiEncoding"") && (containsDifferences == false || differencesAreUnicodeCompliant == true))","A non-symbolic TrueType font encoding does not define a correct mapping to the Adobe Glyph List (Encoding = %1, Encoding entry contains a Differences = %2, Differences are Unicode compliant = %3)","A font's character encoding doesn't properly map to standard character definitions. This incorrect mapping prevents assistive technologies from accurately converting the visual text into readable characters, potentially causing garbled text or complete reading failures for users with visual impairments who rely on screen readers.","This is a complex font encoding error that occurs during PDF generation. Switch to standard, widely-used TrueType or OpenType fonts with proper Unicode support by specifying them in your YAML front matter. Avoid using custom or specialty fonts with non-standard character encodings—use mainstream fonts designed for digital documents. Update your PDF engine to the latest version, or if issues persist, consider switching PDF engines for better font encoding handling."
"ISO_14289_1-7.21.6.3","PDTrueTypeFont","font","ISO_14289_1","7.21.6",3,"Symbolic TrueType fonts shall not contain an Encoding entry in the font dictionary","isSymbolic == false || Encoding == null","A symbolic TrueType font specifies an Encoding entry in its dictionary","A symbolic font (used for special characters or icons) incorrectly includes character encoding information. This unnecessary encoding can confuse assistive technologies about how to interpret the symbols, potentially causing them to announce meaningless text instead of properly handling the symbolic content for users with disabilities.","This is a font configuration error for symbolic fonts that occurs during PDF generation. If you're using symbol or icon fonts, consider replacing them with Unicode characters, standard emoji, or embedded images with alt text instead. If symbolic fonts are essential, this issue requires fixing at the PDF engine level—update your PDF engine to the latest version or switch to using standard text characters and images for better accessibility."
"ISO_14289_1-7.21.6.4","TrueTypeFontProgram","font","ISO_14289_1","7.21.6",4,"The 'cmap' table in the embedded font program for a symbolic TrueType font shall contain either exactly one encoding or it shall contain, at least, the Microsoft Symbol (3,0 - Platform ID=3, Encoding ID=0) encoding","isSymbolic == false || nrCmaps == 1 || cmap30Present == true","The embedded font program for a symbolic TrueType font contains %1 cmap subtables and does not contain Microsoft Symbol (3,0 – Platform ID=3, Encoding ID=0)","A symbolic font's character mapping table has the wrong structure for special characters. Without the correct symbol encoding, assistive technologies can't properly interpret these special characters or symbols, potentially announcing them incorrectly or skipping them entirely for users with visual impairments.","This is a symbolic font encoding error that occurs during PDF generation. Avoid using symbol or icon fonts—replace them with Unicode characters (like arrows →, checkmarks ✓, etc.), standard emoji, or images with descriptive alt text. If you must use symbolic fonts for mathematical or specialized notation, ensure you're using properly constructed fonts, or update your PDF engine to the latest version for better symbolic font handling."
"ISO_14289_1-7.21.7.1","Glyph","font","ISO_14289_1","7.21.7",1,"The Font dictionary of all fonts shall define the map of all used character codes to Unicode values, either via a ToUnicode entry, or other mechanisms as defined in ISO 14289-1, 7.21.7","toUnicode != null","The glyph can not be mapped to Unicode","A character in this document cannot be converted to standard Unicode text. Without Unicode mapping, assistive technologies have no way to identify what this character is, causing it to be skipped or replaced with a placeholder when screen readers try to read the content to users with visual impairments.","Review your document for special characters, custom symbols, or glyphs that may not have Unicode equivalents. Replace non-standard characters with Unicode alternatives, use standard fonts with complete Unicode support, or replace custom symbols with images that include descriptive alt text. Ensure all text uses standard Unicode-compatible characters—if you need special symbols, verify they exist in Unicode and use fonts that properly map to those Unicode values."
"ISO_14289_1-7.21.7.2","Glyph","font","ISO_14289_1","7.21.7",2,"The Unicode values specified in the ToUnicode CMap shall all be greater than zero (0), but not equal to either U+FEFF or U+FFFE","toUnicode == null || (toUnicode.indexOf(""\u0000"") == -1 && toUnicode.indexOf(""\uFFFE"") == -1 && toUnicode.indexOf(""\uFEFF"") == -1)","The glyph has Unicode value 0, U+FEFF or U+FFFE, which is invalid by Unicode standard","A character has been assigned an invalid Unicode value that's either zero or a reserved code. These invalid values cause assistive technologies to skip or mishandle the character, potentially creating gaps or errors in the text that make content incomplete or confusing for users with visual impairments.","This is a Unicode mapping error that occurs during PDF generation. Review your document for invisible characters, byte order marks, or special control characters that may have been inadvertently included. Remove any hidden or zero-width characters from your source document, use standard visible characters only, and ensure your text editor isn't inserting special Unicode markers. Update your PDF engine to the latest version for better Unicode handling."
"ISO_14289_1-7.21.8.1","Glyph","font","ISO_14289_1","7.21.8",1,"A PDF/UA compliant document shall not contain a reference to the .notdef glyph from any of the text showing operators, regardless of text rendering mode, in any content stream","name != "".notdef""","The document contains a reference to the .notdef glyph","This document references a "".notdef"" character, which is a placeholder for missing or undefined glyphs. When assistive technologies encounter this placeholder, they can't provide meaningful text to users with visual impairments, resulting in gaps or unintelligible content where actual characters should appear.","Review your document for characters that aren't supported by your current font. Replace any specialty characters with standard alternatives, ensure you're using fonts that contain all the characters in your document, or switch to fonts with broader character coverage. Check for copy-pasted text from other sources that may contain unusual characters—retype any problematic sections using standard keyboard characters to ensure all glyphs are properly defined."
